2466	Itchy & Scratchy Land	http://simpsons.wikia.com/wiki/Itchy_%26_Scratchy_Land
2469	Kwik-E-Mart	http://simpsons.wikia.com/wiki/Kwik-E-Mart
2473	Inanimate carbon rod	http://simpsons.wikia.com/wiki/Inanimate_carbon_rod
2509	Luigi Risotto	http://simpsons.wikia.com/wiki/Luigi_Risotto
2513	Tabitha Vixx	http://simpsons.wikia.com/wiki/Tabitha_Vixx
2516	Amber Dempsey	http://simpsons.wikia.com/wiki/Amber_Dempsey
2519	Devil Flanders	http://simpsons.wikia.com/wiki/Devil_Flanders
2555	Sherri Mackleberry	http://simpsons.wikia.com/wiki/Sherri_Mackleberry
2556	Terri Mackleberry	http://simpsons.wikia.com/wiki/Terri_Mackleberry
2572	Arthur Crandall	http://simpsons.wikia.com/wiki/Arthur_Crandall
2585	Database	http://simpsons.wikia.com/wiki/Database
2587	North Haverbrook	http://simpsons.wikia.com/wiki/North_Haverbrook
2638	Jim-Jam Bonks	http://simpsons.wikia.com/wiki/Jim-Jam_Bonks
2646	The Bart Simpson Show	http://simpsons.wikia.com/wiki/The_Bart_Simpson_Show
2675	Itchy & Scratchy & Marge	http://simpsons.wikia.com/wiki/Itchy_%26_Scratchy_%26_Marge
2680	Marcia Mitzman Gaven	http://simpsons.wikia.com/wiki/Marcia_Mitzman_Gaven
2686	The Happiest Man in Springfield	http://simpsons.wikia.com/wiki/The_Happiest_Man_in_Springfield
2709	Abbie	http://simpsons.wikia.com/wiki/Abbie
2710	Amber Simpson	http://simpsons.wikia.com/wiki/Amber_Simpson
2711	Frank Simpson	http://simpsons.wikia.com/wiki/Frank_Simpson
2712	Clancy Bouvier	http://simpsons.wikia.com/wiki/Clancy_Bouvier
2713	Gladys Gurney	http://simpsons.wikia.com/wiki/Gladys_Gurney
2714	Hortense Simpson	http://simpsons.wikia.com/wiki/Hortense_Simpson
2716	Arthur Bouvier	http://simpsons.wikia.com/wiki/Arthur_Bouvier
2718	Tyrone Simpson	http://simpsons.wikia.com/wiki/Tyrone_Simpson
2720	Sanjay Nahasapeemapetilon	http://simpsons.wikia.com/wiki/Sanjay_Nahasapeemapetilon
2726	Hugo Simpson II	http://simpsons.wikia.com/wiki/Hugo_Simpson_II
2731	Poochie	http://simpsons.wikia.com/wiki/Poochie
2733	Celeste	http://simpsons.wikia.com/wiki/Celeste
2735	Bart Gets an Elephant	http://simpsons.wikia.com/wiki/Bart_Gets_an_Elephant
2736	Dr. Hector von Colossus	http://simpsons.wikia.com/wiki/Dr._Hector_von_Colossus
2737	Samantha Stankey	http://simpsons.wikia.com/wiki/Samantha_Stankey
2741	Laddie	http://simpsons.wikia.com/wiki/Laddie
2742	Rosa Barks	http://simpsons.wikia.com/wiki/Rosa_Barks
2743	Duncan	http://simpsons.wikia.com/wiki/Duncan
2744	Chester Lampwick	http://simpsons.wikia.com/wiki/Chester_Lampwick
2748	Allison Taylor	http://simpsons.wikia.com/wiki/Allison_Taylor
2757	Scary Movie	http://simpsons.wikia.com/wiki/Scary_Movie
2784	Bart the Murderer	http://simpsons.wikia.com/wiki/Bart_the_Murderer
2796	Dog of Death	http://simpsons.wikia.com/wiki/Dog_of_Death
2806	Itchy & Scratchy: The Movie	http://simpsons.wikia.com/wiki/Itchy_%26_Scratchy:_The_Movie
2817	Last Exit to Springfield	http://simpsons.wikia.com/wiki/Last_Exit_to_Springfield
2819	The Front	http://simpsons.wikia.com/wiki/The_Front
2827	Lady Bouvier's Lover	http://simpsons.wikia.com/wiki/Lady_Bouvier%27s_Lover
2849	George Bush	http://simpsons.wikia.com/wiki/George_Bush
2866	Roofi	http://simpsons.wikia.com/wiki/Roofi
2870	Lindsey Naegle	http://simpsons.wikia.com/wiki/Lindsey_Naegle
2876	Pigeon-Rat	http://simpsons.wikia.com/wiki/Pigeon-Rat
2881	Rabbi Hyman Krustofsky	http://simpsons.wikia.com/wiki/Rabbi_Hyman_Krustofsky
2889	Bonita Simpson	http://simpsons.wikia.com/wiki/Bonita_Simpson
2890	Ivy Simpson	http://simpsons.wikia.com/wiki/Ivy_Simpson
2891	Agnes Flanders	http://simpsons.wikia.com/wiki/Agnes_Flanders
2892	Ginger Flanders	http://simpsons.wikia.com/wiki/Ginger_Flanders
2893	Jamshed Nahasapeemapetilon	http://simpsons.wikia.com/wiki/Jamshed_Nahasapeemapetilon
2894	Iggy Wiggum	http://simpsons.wikia.com/wiki/Iggy_Wiggum
2895	Kavi Nahasapeemapetilon	http://simpsons.wikia.com/wiki/Kavi_Nahasapeemapetilon
2896	Lord Thistlewick Flanders	http://simpsons.wikia.com/wiki/Lord_Thistlewick_Flanders
2897	Lambert Simpson	http://simpsons.wikia.com/wiki/Lambert_Simpson
2898	Martha Quimby	http://simpsons.wikia.com/wiki/Martha_Quimby
2899	Ray Patterson	http://simpsons.wikia.com/wiki/Ray_Patterson
2900	Frank Grimes, Jr.	http://simpsons.wikia.com/wiki/Frank_Grimes,_Jr.
2901	Johnny Tightlips	http://simpsons.wikia.com/wiki/Johnny_Tightlips
2902	Artie Ziff	http://simpsons.wikia.com/wiki/Artie_Ziff
2904	Cecil Terwilliger	http://simpsons.wikia.com/wiki/Cecil_Terwilliger
2905	Frankie the Squealer	http://simpsons.wikia.com/wiki/Frankie_the_Squealer
2907	Booberella	http://simpsons.wikia.com/wiki/Booberella
2909	Cookie Kwan	http://simpsons.wikia.com/wiki/Cookie_Kwan
2910	Josh	http://simpsons.wikia.com/wiki/Josh
2912	'Scuse Me While I Miss the Sky	http://simpsons.wikia.com/wiki/%27Scuse_Me_While_I_Miss_the_Sky
2916	Bernice Hibbert	http://simpsons.wikia.com/wiki/Bernice_Hibbert
2922	Tibet Town	http://simpsons.wikia.com/wiki/Tibet_Town
2923	Springfield Atoms	http://simpsons.wikia.com/wiki/Springfield_Atoms
2945	Sarah Wiggum	http://simpsons.wikia.com/wiki/Sarah_Wiggum
2955	The Little Black Box	http://simpsons.wikia.com/wiki/The_Little_Black_Box
2962	Rigel 7	http://simpsons.wikia.com/wiki/Rigel_7
2969	The Leftorium	http://simpsons.wikia.com/wiki/The_Leftorium
2975	Leprechaun	http://simpsons.wikia.com/wiki/Leprechaun
3023	Gil Gunderson	http://simpsons.wikia.com/wiki/Gil_Gunderson
3270	The Android's Dungeon & Baseball Card Shop	http://simpsons.wikia.com/wiki/The_Android%27s_Dungeon_%26_Baseball_Card_Shop
3288	Hollis Hurlbut	http://simpsons.wikia.com/wiki/Hollis_Hurlbut
3289	Springfield Bridge	http://simpsons.wikia.com/wiki/Springfield_Bridge
3381	Springfield Hydroelectric Dam	http://simpsons.wikia.com/wiki/Springfield_Hydroelectric_Dam
3382	Springfield Town Square	http://simpsons.wikia.com/wiki/Springfield_Town_Square
3384	Duff Brewery	http://simpsons.wikia.com/wiki/Duff_Brewery
3398	Bill Simpson	http://simpsons.wikia.com/wiki/Bill_Simpson
3423	Springfield Retirement Castle	http://simpsons.wikia.com/wiki/Springfield_Retirement_Castle
3428	Krusty Burger	http://simpsons.wikia.com/wiki/Krusty_Burger
3430	Freddy Quimby	http://simpsons.wikia.com/wiki/Freddy_Quimby
3433	Clovis Quimby	http://simpsons.wikia.com/wiki/Clovis_Quimby
3486	Herman Hermann	http://simpsons.wikia.com/wiki/Herman_Hermann
3503	Francesca Terwilliger	http://simpsons.wikia.com/wiki/Francesca_Terwilliger
3504	Mr. Sparkle	http://simpsons.wikia.com/wiki/Mr._Sparkle
3509	Greta Wolfcastle	http://simpsons.wikia.com/wiki/Greta_Wolfcastle
3525	Gino Terwilliger	http://simpsons.wikia.com/wiki/Gino_Terwilliger
3535	José Flanders	http://simpsons.wikia.com/wiki/Jos%C3%A9_Flanders
3537	Ham	http://simpsons.wikia.com/wiki/Ham
3539	Fred Kanneke	http://simpsons.wikia.com/wiki/Fred_Kanneke
3558	Capital City	http://simpsons.wikia.com/wiki/Capital_City
3560	Springfield International Airport	http://simpsons.wikia.com/wiki/Springfield_International_Airport
3573	Springfield Drive-In	http://simpsons.wikia.com/wiki/Springfield_Drive-In
3583	Springfield Monorail	http://simpsons.wikia.com/wiki/Springfield_Monorail
3584	The Itchy & Scratchy Movie	http://simpsons.wikia.com/wiki/The_Itchy_%26_Scratchy_Movie
3585	Springfield Isotopes	http://simpsons.wikia.com/wiki/Springfield_Isotopes
3586	Princess	http://simpsons.wikia.com/wiki/Princess
3603	Brandine Spuckler	http://simpsons.wikia.com/wiki/Brandine_Spuckler
3605	Russ Cargill	http://simpsons.wikia.com/wiki/Russ_Cargill
3645	Kang	http://simpsons.wikia.com/wiki/Kang
3649	Green Day	http://simpsons.wikia.com/wiki/Green_Day
3650	VHS Village	http://simpsons.wikia.com/wiki/VHS_Village
3654	The Yes Guy	http://simpsons.wikia.com/wiki/The_Yes_Guy
3660	Miss Springfield	http://simpsons.wikia.com/wiki/Miss_Springfield
3678	Mel Gibson	http://simpsons.wikia.com/wiki/Mel_Gibson
3699	New Springfield	http://simpsons.wikia.com/wiki/New_Springfield
3705	Handsome Pete	http://simpsons.wikia.com/wiki/Handsome_Pete
3813	Kentucky Fried Chicken	http://simpsons.wikia.com/wiki/Kentucky_Fried_Chicken
3828	Speed-E-Mart	http://simpsons.wikia.com/wiki/Speed-E-Mart
3829	The Be Sharps	http://simpsons.wikia.com/wiki/The_Be_Sharps
3830	Smiley	http://simpsons.wikia.com/wiki/Smiley
3831	Henry the Canary	http://simpsons.wikia.com/wiki/Henry_the_Canary
3834	Groundskeeper Seamus	http://simpsons.wikia.com/wiki/Groundskeeper_Seamus
3838	Jack Sheldon	http://simpsons.wikia.com/wiki/Jack_Sheldon
3844	Eleanor Abernathy	http://simpsons.wikia.com/wiki/Eleanor_Abernathy
3845	Plopper	http://simpsons.wikia.com/wiki/Plopper
3846	Declan Desmond	http://simpsons.wikia.com/wiki/Declan_Desmond
3847	Ruth Powers	http://simpsons.wikia.com/wiki/Ruth_Powers
3851	The Superfriends	http://simpsons.wikia.com/wiki/The_Superfriends
3858	Patty Bouvier	http://simpsons.wikia.com/wiki/Patty_Bouvier
3869	Alex Rocco	http://simpsons.wikia.com/wiki/Alex_Rocco
3871	Sam (barfly)	http://simpsons.wikia.com/wiki/Sam_(barfly)
3896	Raphael	http://simpsons.wikia.com/wiki/Raphael
3897	Jonathan Frink Sr.	http://simpsons.wikia.com/wiki/Jonathan_Frink_Sr.
3901	State Comptroller Atkins	http://simpsons.wikia.com/wiki/State_Comptroller_Atkins
3908	Joe Mantegna	http://simpsons.wikia.com/wiki/Joe_Mantegna
3909	Jon Lovitz	http://simpsons.wikia.com/wiki/Jon_Lovitz
3911	Marcia Wallace	http://simpsons.wikia.com/wiki/Marcia_Wallace
3915	Drederick Tatum	http://simpsons.wikia.com/wiki/Drederick_Tatum
3920	Evil Homer	http://simpsons.wikia.com/wiki/Evil_Homer
3927	Dash Dingo	http://simpsons.wikia.com/wiki/Dash_Dingo
3930	Capital City Goofball	http://simpsons.wikia.com/wiki/Capital_City_Goofball
